,year,CG_max,CG_min,CG_mean,CG_median,CG_var,IP_outs_max,IP_outs_min,IP_outs_mean,IP_outs_median,IP_outs_var,batters_faced_max,batters_faced_min,batters_faced_mean,batters_faced_median,Opp_BA_max,Opp_BA_min,Opp_BA_mean,Opp_BA_median,BB_max,BB_min,BB_mean,BB_median,BB_var,SO_max,SO_min,SO_mean,SO_median,SO_var,ERA_max,ERA_min,ERA_mean,ERA_median
363,1934,25,0,4.86697247706422,2.0,,946,1,298.77522935779814,216.5,,1329.0,2.0,438.14220183486236,328.0,,,0.29256880733944957,0.28,149,,36.00917431192661,30.5,,195,0,38.6651376146789,27.0,,,,5.389908256880734,4.51
364,1935,31,0,5.060185185185185,2.0,,976,0,303.8888888888889,227.5,,1391.0,1.0,445.30555555555554,354.5,,,0.29328703703703707,0.28,113,,36.25,29.5,,190,0,37.111111111111114,24.0,,,,,4.525
365,1936,28,0,4.756637168141593,2.0,,945,0,292.61504424778764,218.0,,1341.0,3.0,433.0,333.0,,,,0.16,147,,37.23451327433628,29.0,,238,0,36.42920353982301,21.5,,,,,0.0
366,1937,25,0,4.995515695067264,2.0,,877,0,294.7174887892377,231.0,,1276.0,3.0,431.0224215246637,352.0,,,0.29233183856502243,0.28,124,,37.856502242152466,31.0,,194,0,40.38565022421525,29.0,,,,,3.97
367,1938,31,0,4.780701754385965,2.0,,989,1,284.9780701754386,250.5,,1475.0,4.0,418.140350877193,358.0,,,0.2866666666666667,0.28,208,,37.84649122807018,31.5,,240,0,36.58771929824562,25.5,,,,5.6970175438596495,4.58
368,1939,31,0,4.108,1.0,,957,0,261.912,167.0,,1283.0,3.0,383.7,260.0,,,0.28344,0.28,142,,33.912,24.5,,246,0,34.072,21.0,,,,,4.56
369,1940,31,0,4.719827586206897,1.0,,961,0,285.1508620689655,215.5,,1304.0,3.0,413.41379310344826,310.0,,,0.28133620689655175,0.27,143,,35.625,28.5,,261,0,39.03448275862069,26.0,,,,,4.4350000000000005
370,1941,30,0,4.4105691056910565,1.0,,1029,3,270.7235772357724,210.0,,1466.0,4.0,392.2113821138211,308.5,,,0.2680894308943089,0.26,194,,36.142276422764226,29.0,,260,0,35.91869918699187,22.0,,,,4.7039837398373985,4.13
371,1942,28,0,4.925764192139738,2.0,,863,3,287.5807860262009,241.0,,1224.0,4.0,410.1703056768559,344.0,,,0.25742358078602623,0.25,140,,36.61572052401747,32.0,,186,0,36.39301310043668,28.0,,,,4.289213973799127,3.7
372,1943,25,0,4.581589958158996,2.0,,909,1,281.2050209205021,216.0,,1286.0,4.0,397.8744769874477,319.0,,,0.2669456066945607,0.26,162,,34.94142259414226,29.0,,174,0,35.82426778242678,25.0,,,,4.384728033472803,3.6
373,1944,33,0,4.799145299145299,2.0,,1057,1,286.2264957264957,223.0,,1421.0,2.0,408.6709401709402,322.0,,,0.274017094017094,0.26,137,,33.85897435897436,32.0,,187,0,34.88461538461539,21.5,,,,5.502863247863248,3.91
374,1945,29,0,4.56,2.0,,940,1,263.856,218.0,,1261.0,5.0,378.98,321.0,,,0.26876,0.26,130,,33.188,27.5,,212,0,32.204,24.0,,,,5.47932,3.7350000000000003
375,1946,36,0,3.590443686006826,1.0,,1114,0,226.75767918088738,135.0,,1512.0,2.0,324.08191126279866,199.0,,,0.28477815699658704,0.26,153,,29.976109215017065,21.0,,348,0,32.95904436860068,19.0,,,,,3.53
376,1947,24,0,3.844,1.0,,897,1,264.52,207.5,,1218.0,3.0,379.7,310.5,,,0.28044,0.265,141,,36.836,30.5,,196,0,36.532,24.0,,,,5.82132,4.220000000000001
377,1948,28,0,3.588,1.0,,944,1,263.184,216.5,,1313.0,3.0,381.812,316.0,,,0.27232,0.26,135,,38.5,33.0,,164,0,36.084,24.5,,,,5.46924,4.5
378,1949,27,0,4.331858407079646,1.0,,907,0,292.5486725663717,231.5,,1258.0,3.0,424.08849557522126,342.5,,,0.2773008849557522,0.27,179,,44.336283185840706,39.0,,153,0,39.584070796460175,25.5,,,,,4.355
379,1950,27,0,4.008032128514056,1.0,,935,3,264.7309236947791,170.0,,1325.0,3.0,387.00401606425703,258.0,,,0.2785542168674699,0.27,160,,39.97991967871486,30.0,,191,0,38.4136546184739,21.0,,,,5.598714859437751,4.61
380,1951,26,0,3.7975708502024292,1.0,,945,3,269.7368421052632,208.0,,1289.0,4.0,388.6842105263158,315.0,,,0.2782995951417004,0.26,124,,37.48178137651822,31.0,,164,0,37.81781376518219,27.0,,,,5.550202429149798,4.38
381,1952,30,0,3.65,1.0,,990,0,256.2230769230769,187.0,,1310.0,1.0,364.65,270.5,,,0.27,0.26,132,,33.79615384615385,26.0,,183,0,39.97692307692308,24.5,,,,,4.63
382,1953,33,0,3.5850622406639006,1.0,,1040,0,274.2572614107884,243.0,,1412.0,1.0,395.9336099585062,362.0,,,0.27796680497925313,0.27,116,,36.053941908713696,32.0,,198,0,42.398340248962654,36.0,,,,,3.95
383,1954,29,0,3.4854771784232366,1.0,,1010,2,275.4356846473029,221.0,,1331.0,6.0,396.4356846473029,332.0,,,0.269253112033195,0.26,181,,37.481327800829874,30.0,,185,0,42.385892116182575,31.0,,,,5.008298755186722,4.15
384,1955,26,0,2.6714285714285713,0.0,,915,0,235.83214285714286,174.0,,1256.0,1.0,339.35714285714283,259.5,,,0.2775357142857143,0.26,185,,32.31428571428572,25.0,,245,0,38.660714285714285,25.5,,,,,
385,1956,22,0,2.8074074074074074,0.0,,943,0,245.5,165.0,,1315.0,2.0,352.7148148148148,239.5,,,0.28085185185185185,0.26,142,,33.333333333333336,25.5,,263,0,42.61851851851852,26.0,,,,,4.79
386,1957,18,0,2.6492537313432836,0.0,,831,1,250.12313432835822,191.0,,1148.0,2.0,355.9514925373134,272.0,,,0.2675746268656716,0.26,129,,30.503731343283583,25.5,,188,0,44.64179104477612,32.5,,,,4.991082089552239,4.0649999999999995
387,1958,23,0,2.6441281138790034,0.0,,870,3,235.40569395017795,166.0,,1176.0,4.0,335.0498220640569,247.0,,,0.2708896797153025,0.26,128,,28.92170818505338,20.0,,225,0,43.51601423487544,27.0,,,,4.948327402135232,4.03
388,1959,21,0,2.7790262172284645,0.0,,876,1,248.3183520599251,163.0,,1203.0,5.0,354.7602996254682,247.0,,,0.2767415730337079,0.26,119,,30.651685393258425,24.0,,242,0,47.21348314606742,30.0,,,,5.565992509363296,4.15
389,1960,18,0,2.5914396887159534,0.0,,846,2,259.1828793774319,166.0,,1173.0,4.0,368.77821011673154,252.0,,,0.2644357976653697,0.25,113,,32.62256809338521,27.0,,246,0,49.8715953307393,33.0,,,,4.936964980544747,4.06
390,1961,22,0,2.6512455516014235,0.0,,849,0,271.7437722419929,223.0,,1159.0,1.0,389.93594306049823,330.0,,,0.27366548042704625,0.26,132,,35.220640569395016,30.0,,269,0,53.20996441281139,40.0,,,,,3.76
391,1962,22,0,2.5498489425981874,0.0,,943,0,262.88519637462235,199.0,,1289.0,1.0,376.26586102719034,287.0,,,0.27018126888217525,0.26,122,,33.0392749244713,25.0,,232,0,53.07250755287009,39.0,,,,,4.14
392,1963,22,0,2.7115987460815045,0.0,,964,1,273.717868338558,204.0,,1270.0,4.0,383.56112852664575,292.0,,,0.2619122257053292,0.25,105,,30.065830721003135,24.0,,306,0,58.84952978056426,44.0,,,,4.4410971786833855,3.76
393,1964,22,0,2.364985163204748,0.0,,964,1,259.3916913946588,184.0,,1264.0,5.0,364.96439169139467,272.0,,,0.2641246290801187,0.25,124,,28.548961424332344,22.0,,250,0,57.00890207715133,39.0,,,,4.807477744807121,3.83
394,1965,27,0,2.309375,0.0,,1007,1,273.584375,210.0,,1297.0,3.0,383.634375,294.5,,,0.2530625,0.25,132,,31.3625,25.0,,382,0,60.259375,43.0,,,,4.16025,3.55
395,1966,27,0,2.1333333333333333,0.0,,969,0,252.55652173913043,202.0,,1274.0,1.0,352.71884057971016,288.0,,,0.25605797101449274,0.25,116,,27.046376811594204,23.0,,317,0,54.507246376811594,37.0,,,,,4.98
396,1967,20,0,2.2798833819241984,0.0,,907,1,255.25655976676384,198.0,,1216.0,2.0,355.24198250728864,279.0,,,0.2515743440233236,0.24,123,,28.17784256559767,23.0,,253,0,56.59766763848396,39.0,,,,4.2483673469387755,3.36
397,1968,30,0,2.9313725490196076,0.0,,1008,3,286.6111111111111,206.0,,1307.0,4.0,394.84640522875816,288.0,,,0.24735294117647058,0.24,110,,29.92156862745098,24.0,,283,0,62.55882352941177,43.0,,,,3.6718627450980392,3.17
398,1969,28,0,2.4306930693069306,0.0,,976,0,259.08910891089107,182.5,,1345.0,3.0,366.81188118811883,256.0,,,0.2613118811881188,0.25,129,,33.24009900990099,24.0,,279,0,55.62623762376238,35.0,,,,,3.91
399,1970,24,0,2.1141439205955335,0.0,,986,3,259.4937965260546,186.0,,1336.0,3.0,370.53101736972707,266.0,,,0.26927295285359804,0.262,131,,34.06203473945409,26.0,,304,0,55.51861042183623,38.0,,,,4.677791563275434,4.07
400,1971,30,0,2.9972299168975067,0.0,,1128,0,288.9224376731302,203.0,,1538.0,0.0,406.3711911357341,291.0,,,,0.253,153,,34.72576177285318,28.0,,308,0,58.04986149584487,40.0,,,,,3.6
401,1972,30,0,2.749318801089918,0.0,,1130,0,273.4359673024523,202.0,,1490.0,3.0,381.35694822888286,285.0,,,0.2617901907356948,0.249,157,,31.95367847411444,26.0,,329,0,56.45231607629428,40.0,,,,,3.4
402,1973,29,0,2.930939226519337,0.0,,1078,0,289.0497237569061,197.0,,1531.0,2.0,411.0193370165746,291.0,,,,0.2315,162,,36.187845303867405,29.0,,383,0,56.23756906077348,38.0,,,,,3.86
403,1974,29,0,2.9835616438356163,0.0,,998,3,287.1972602739726,208.0,,1392.0,3.0,407.82191780821915,297.0,,,0.27146301369863013,0.263,202,,35.515068493150686,28.0,,367,0,53.41095890410959,37.0,,,,4.6490684931506845,3.88
404,1975,30,0,2.858695652173913,0.0,,984,0,283.07608695652175,220.0,,1294.0,1.0,403.86141304347825,317.0,,,0.27245380434782607,0.264,138,,36.41847826086956,31.0,,269,0,52.391304347826086,39.0,,,,,4.37
405,1976,25,0,2.977077363896848,0.0,,946,5,300.22063037249285,244.0,,1256.0,7.0,422.9169054441261,354.0,,,0.2671318051575931,0.26,183,,35.50429799426934,32.0,,327,0,53.710601719197705,38.0,,,,4.160257879656161,3.58
406,1977,22,0,2.185542168674699,0.0,,991,0,272.8120481927711,231.0,,1428.0,2.0,389.26506024096386,335.0,,,0.28130843373493974,0.27,204,,33.149397590361446,28.0,,341,0,52.3421686746988,42.0,,,,,0.0
407,1978,23,0,2.6445012787723785,0.0,,1003,1,287.69820971867006,235.0,,1389.0,3.0,407.14066496163684,336.0,,,0.2637416879795396,0.263,148,,34.69565217391305,31.0,,303,0,51.29923273657289,41.0,,,,4.3478260869565215,3.88
408,1979,23,0,2.1842105263157894,0.0,,1026,0,268.98325358851673,221.0,,1436.0,2.0,383.6794258373206,312.5,,,0.27396650717703347,0.268,121,,32.538277511961724,26.5,,313,0,47.930622009569376,36.0,,,,,13.5
409,1980,28,0,2.183673469387755,0.0,,912,3,289.7551020408163,248.5,,1228.0,5.0,411.25,354.5,,,0.27369132653061223,0.27,128,,33.64795918367347,30.0,,286,0,51.56122448979592,42.0,,,,4.470433673469388,3.98
410,1981,18,0,1.3636363636363635,0.0,,605,3,201.29679144385025,170.0,,837.0,4.0,283.1336898395722,247.0,,,0.26225133689839575,0.258,78,,23.711229946524064,21.0,,180,0,35.393048128342244,28.0,,,,4.079358288770053,3.635
411,1982,19,0,1.8258706467661692,0.0,,887,2,282.6741293532338,236.0,,1193.0,3.0,400.7562189054726,335.0,,,0.27150746268656717,0.2655,109,,33.08955223880597,27.5,,286,0,52.788557213930346,43.0,,,,4.629850746268657,4.035
412,1983,21,0,1.7951807228915662,0.0,,881,0,272.83373493975904,230.0,,1204.0,2.0,387.0240963855422,328.0,,,0.2763421686746988,0.266,113,,32.57349397590362,29.0,,275,0,52.327710843373495,44.0,,,,,4.59
413,1984,17,0,1.5228915662650602,0.0,,801,1,272.56385542168675,224.0,,1133.0,1.0,386.9060240963855,324.0,,,0.2692144578313253,0.263,118,,32.096385542168676,27.0,,276,0,54.21686746987952,44.0,,,,4.426506024096385,3.82
414,1985,16,0,1.4315068493150684,0.0,,830,1,257.93607305936075,204.5,,1132.0,3.0,366.027397260274,298.5,,,0.2711872146118722,0.261,120,,31.59360730593607,25.5,,268,0,51.257990867579906,39.5,,,,4.846369863013699,4.04
415,1986,20,0,1.2781456953642385,0.0,,826,0,249.49889624724062,190.0,,1145.0,3.0,355.09492273730683,272.0,,,,0.232,143,,31.40618101545254,24.0,,306,0,54.53863134657836,36.0,,,,,4.35
416,1987,18,0,1.1961620469083156,0.0,,856,1,240.34968017057568,182.0,,1231.0,2.0,345.2494669509595,262.0,,,0.27664818763326227,0.268,140,,30.680170575692962,24.0,,270,0,53.51599147121535,36.0,,,,5.241044776119403,4.5
417,1988,15,0,1.349240780911063,0.0,,827,2,245.12581344902387,184.0,,1156.0,3.0,345.72668112798266,261.0,,,0.26740563991323213,0.263,126,,28.164859002169198,22.0,,291,0,50.66160520607375,36.0,,,,4.451475054229935,3.94
418,1989,12,0,0.9877300613496932,0.0,,787,0,231.38036809815952,177.0,,1081.0,1.0,327.26584867075667,254.0,,,0.2665685071574642,0.259,114,,27.664621676891617,21.0,,301,0,48.3640081799591,34.0,,,,,3.46
419,1990,12,0,0.825,0.0,,801,1,216.71346153846153,158.0,,1088.0,2.0,308.3,231.0,,,0.27170384615384613,0.263,120,,26.638461538461538,21.0,,233,0,45.871153846153845,32.0,,,,4.970980769230769,4.05
420,1991,15,0,0.7334669338677354,0.0,,814,1,227.07214428857716,181.0,,1077.0,2.0,322.1362725450902,258.0,,,0.27115831663326656,0.261,152,,28.024048096192384,21.0,,241,0,48.877755511022045,37.0,,,,4.926072144288577,4.06
421,1992,13,0,0.8839662447257384,0.0,,804,3,239.4282700421941,185.0,,1108.0,4.0,338.7025316455696,262.5,,,0.2673565400843882,0.261,144,,28.864978902953588,24.0,,241,0,49.65822784810127,37.0,,,,4.5,3.96
422,1993,13,0,0.6684684684684684,0.0,,801,1,218.95675675675676,152.0,,1087.0,1.0,314.52972972972975,218.0,,,0.2740468468468468,0.271,122,,27.225225225225227,20.0,,308,0,47.4054054054054,32.0,,,,5.00954954954955,4.36
423,1994,10,0,0.5182926829268293,0.0,,606,2,174.3069105691057,133.5,,774.0,2.0,253.0142276422764,191.0,,,0.28326422764227643,0.273,89,,22.6239837398374,17.0,,204,0,40.17479674796748,29.0,,,,5.666260162601626,4.73
424,1995,10,0,0.44426494345718903,0.0,,665,0,174.63004846526655,121.0,,927.0,1.0,253.15508885298868,178.0,,,0.2820468497576737,0.273,108,,23.004846526655896,18.0,,294,0,41.07431340872375,28.0,,,,,3.88
425,1996,10,0,0.48986486486486486,0.0,,797,1,205.5439189189189,145.5,,1100.0,1.0,299.42736486486484,221.5,,,0.28283783783783784,0.276,119,,27.18412162162162,21.0,,276,0,49.50675675675676,32.5,,,,5.727736486486487,4.91
426,1997,13,0,0.4478114478114478,0.0,,792,1,204.31313131313132,145.5,,1085.0,3.0,295.523569023569,215.0,,,0.27904545454545454,0.273,100,,26.373737373737374,20.0,,319,0,50.398989898989896,35.5,,,,5.3938720538720535,4.705
427,1998,15,0,0.483974358974359,0.0,,806,0,208.82051282051282,153.0,,1102.0,3.0,301.7307692307692,222.0,,,0.2804198717948718,0.2715,111,,26.357371794871796,20.0,,300,0,51.11057692307692,37.5,,,,,4.5600000000000005
428,1999,12,0,0.36973478939157567,0.0,,815,1,202.2371294851794,149.0,,1079.0,3.0,295.93135725429016,220.0,,,0.28759282371294853,0.276,125,,27.911076443057723,22.0,,364,0,48.54758190327613,35.0,,,,6.163853354134165,4.85
429,2000,9,0,0.345642540620384,0.0,,753,0,191.62924667651404,145.0,,1047.0,1.0,281.0354505169867,211.0,,,,0.26,125,,26.937961595273265,20.0,,347,0,46.31610044313146,33.0,,,,,4.32
430,2001,8,0,0.3052147239263804,0.0,,770,1,199.17484662576686,144.5,,1021.0,1.0,286.7730061349693,213.5,,,0.2733819018404908,0.269,112,,24.242331288343557,18.0,,372,0,49.69938650306749,36.0,,,,5.501411042944786,4.5
431,2002,8,0,0.32473444613050073,0.0,,780,0,196.97572078907436,140.0,,1035.0,1.0,283.17905918057664,204.0,,,0.27338391502276177,0.267,106,,24.652503793626707,19.0,,334,0,47.63884673748103,33.0,,,,,4.44
432,2003,9,0,0.3091715976331361,0.0,,798,0,192.31656804733728,128.5,,1071.0,4.0,277.2914201183432,190.5,,,0.27672041420118343,0.268,106,,23.504437869822485,17.0,,266,0,45.56360946745562,29.0,,,,,4.295
433,2004,9,0,0.22058823529411764,0.0,,765,0,191.44411764705882,129.5,,1053.0,1.0,277.26323529411764,194.0,,,0.27939264705882355,0.271,119,,23.855882352941176,18.0,,290,0,46.805882352941175,32.0,,,,,10.38
434,2005,7,0,0.2889908256880734,0.0,,739,0,198.31345565749234,135.0,,1065.0,1.0,284.8501529051988,205.0,,,0.2815030581039755,0.27,100,,23.25229357798165,17.0,,238,0,46.85626911314985,32.0,,,,,6.105
435,2006,6,0,0.2057142857142857,0.0,,722,1,185.39142857142858,130.5,,993.0,2.0,268.67285714285714,193.5,,,0.27868857142857145,0.273,115,,22.638571428571428,17.0,,245,0,45.22142857142857,31.0,,,,5.549628571428571,4.695
436,2007,7,0,0.15598885793871867,0.0,,723,0,181.4442896935933,123.0,,975.0,1.0,262.70612813370474,183.0,,,0.2790905292479109,0.276,108,,22.394150417827298,17.0,,240,0,44.83147632311978,28.5,,,,,4.775
437,2008,9,0,0.19428571428571428,0.0,,738,2,185.81857142857143,132.0,,987.0,3.0,268.0442857142857,193.0,,,0.27186571428571427,0.2675,105,,23.338571428571427,18.0,,265,0,46.97714285714286,32.0,,,,5.1612,4.5
438,2009,9,0,0.2085048010973937,0.0,,720,1,178.07407407407408,129.0,,982.0,2.0,256.6241426611797,191.0,,,0.27451303155006856,0.267,103,,22.79835390946502,17.0,,269,0,46.07818930041152,33.0,,,,5.695308641975308,4.46
439,2010,9,0,0.2412280701754386,0.0,,752,1,189.93567251461988,133.5,,1001.0,3.0,271.2763157894737,189.5,,,0.268953216374269,0.262,96,,23.067251461988302,17.5,,233,0,50.154970760233915,33.0,,,,5.30687134502924,4.275
440,2011,11,0,0.2446958981612447,0.0,,753,1,184.6987270155587,120.0,,996.0,1.0,262.01555869872703,175.0,,,0.2605035360678925,0.258,91,,21.241867043847243,15.0,,250,0,48.78076379066478,31.0,,,,4.713847241867044,4.01
441,2012,6,0,0.1772853185595568,0.0,,715,0,180.14681440443212,126.0,,956.0,2.0,255.095567867036,177.0,,,0.2670443213296399,0.256,105,,20.372576177285318,15.0,,239,0,50.45152354570637,36.0,,,,,3.48
442,2013,5,0,0.17079889807162535,0.0,,725,0,180.38567493112947,121.5,,956.0,1.0,254.64600550964187,178.5,,,,0.251,88,,20.165289256198346,15.0,,277,0,50.56473829201102,34.0,,,,,6.91
443,2014,6,0,0.1581769436997319,0.0,,731,0,175.39008042895443,114.5,,961.0,1.0,246.55361930294907,165.0,,,,0.238,96,,18.79356568364611,14.0,,269,0,50.189008042895445,32.0,,,,,4.15
444,2015,4,0,0.12855377008652658,0.0,,698,0,160.96786155747836,102.0,,911.0,1.0,226.9814585908529,149.0,,,0.2631038318912237,0.256,84,,17.3955500618047,12.0,,301,0,46.286773794808404,29.0,,,,,4.07
445,2016,6,0,0.10072815533980582,0.0,,690,1,157.66868932038835,103.5,,951.0,1.0,224.00485436893203,151.0,,,0.26798300970873784,0.259,86,,18.310679611650485,13.0,,284,0,47.30825242718446,31.0,,,,5.245,4.37
446,2017,5,0,0.07032181168057211,0.0,,643,0,154.67342073897498,108.0,,885.0,1.0,220.85220500595946,153.0,,,,0.241,93,,18.866507747318234,13.0,,308,0,47.79976162097736,31.0,,,,,5.34
447,2018,2,0,0.04703247480403135,0.0,,662,0,146.0996640537514,95.0,,874.0,1.0,207.32250839865623,135.0,,,,0.245,95,,17.565509518477043,12.0,,300,0,46.1444568868981,30.0,,,,,4.35
448,2019,3,0,0.04838709677419355,0.0,,669,0,140.0752688172043,87.5,,875.0,1.0,200.55591397849463,131.0,,,,0.25,86,,17.091397849462364,12.0,,326,0,46.046236559139786,29.0,,,,,6.085
449,2020,2,0,0.03766233766233766,0.0,,252,1,60.26753246753247,48.0,,344.0,1.0,86.37142857142857,70.0,,,0.2618025974025974,0.25,34,,7.911688311688311,7.0,,122,0,20.241558441558443,15.0,,,,6.497467532467533,4.49
